id,interaction_type,timestamp,public_letter_id,session_id,user_id
558,view,2025-01-18 17:27:28.182097,544,,
559,view,2025-01-18 17:27:28.184091,544,,
560,view,2025-01-18 17:27:28.187785,544,,
561,view,2025-01-18 17:27:28.214255,544,,
562,view,2025-01-18 17:27:28.219241,544,,
563,view,2025-01-18 17:27:28.224151,544,,
564,view,2025-01-18 17:27:28.229141,544,,
565,view,2025-01-18 17:27:28.235126,544,,
566,view,2025-01-18 17:27:28.240111,544,,
567,view,2025-01-18 17:27:28.245096,544,,
568,view,2025-01-18 17:27:28.251006,544,,
569,view,2025-01-18 17:27:28.256543,544,,
570,view,2025-01-18 17:27:28.259291,544,,
571,view,2025-01-18 17:27:28.262283,544,,
572,view,2025-01-18 17:27:28.265275,544,,
573,view,2025-01-18 17:27:28.268267,544,,
574,view,2025-01-18 17:27:28.271259,544,,
575,view,2025-01-18 17:27:28.274595,544,,
576,view,2025-01-18 17:27:28.277587,544,,
577,view,2025-01-18 17:27:28.280216,544,,
578,view,2025-01-18 17:27:28.283332,544,,
579,view,2025-01-18 17:27:28.286417,544,,
580,view,2025-01-18 17:27:28.289729,544,,
581,view,2025-01-18 17:27:28.292945,544,,
582,view,2025-01-18 17:27:28.295938,544,,
583,view,2025-01-18 17:27:28.298929,544,,
584,view,2025-01-18 17:27:28.300923,544,,
585,view,2025-01-18 17:27:28.303916,544,,
586,view,2025-01-18 17:27:28.307905,544,,
587,view,2025-01-18 17:27:31.655093,589,,
588,view,2025-01-18 17:27:31.661073,589,,
589,view,2025-01-18 17:27:31.664063,589,,
590,view,2025-01-18 17:27:31.668418,589,,
591,view,2025-01-18 17:27:31.671410,589,,
592,view,2025-01-18 17:27:31.674066,589,,
593,view,2025-01-18 17:27:31.676990,589,,
594,view,2025-01-18 17:27:31.679984,589,,
595,view,2025-01-18 17:27:31.683121,589,,
596,view,2025-01-18 17:27:31.686089,589,,
597,view,2025-01-18 17:27:31.688693,589,,
598,view,2025-01-18 17:27:31.690861,589,,
599,view,2025-01-18 17:27:31.694850,589,,
600,view,2025-01-18 17:27:31.697907,589,,
601,view,2025-01-18 17:27:31.700898,589,,
602,view,2025-01-18 17:27:31.703825,589,,
603,view,2025-01-18 17:27:31.706497,589,,
604,view,2025-01-18 17:27:31.709489,589,,
605,view,2025-01-18 17:27:31.711484,589,,
606,view,2025-01-18 17:27:31.714911,589,,
607,view,2025-01-18 17:27:31.717839,589,,
608,view,2025-01-18 17:27:31.720830,589,,
609,view,2025-01-18 17:27:31.723822,589,,
610,view,2025-01-18 17:27:31.726867,589,,
611,view,2025-01-18 17:27:31.730649,589,,
612,view,2025-01-18 17:27:31.733601,589,,
613,view,2025-01-18 17:27:31.736592,589,,
614,view,2025-01-18 17:27:31.739586,589,,
615,view,2025-01-18 17:27:31.742577,589,,
616,view,2025-01-18 17:27:31.745568,589,,
617,view,2025-01-18 17:27:31.747997,589,,
618,view,2025-01-18 17:27:31.750940,589,,
619,view,2025-01-18 17:27:31.754631,589,,
620,view,2025-01-18 17:27:31.757743,589,,
621,view,2025-01-18 17:27:31.760666,589,,
622,view,2025-01-18 17:27:31.765247,589,,
623,view,2025-01-18 17:27:31.767241,589,,
624,view,2025-01-18 17:27:31.771046,589,,
625,view,2025-01-18 17:27:31.774039,589,,
626,view,2025-01-18 17:27:31.776814,589,,
627,view,2025-01-18 17:27:31.779803,589,,
628,view,2025-01-18 17:27:31.782795,589,,
629,view,2025-01-18 17:27:31.785402,589,,
630,view,2025-01-18 17:27:31.788394,589,,
631,view,2025-01-18 17:27:31.791386,589,,
632,view,2025-01-18 17:27:31.794378,589,,
633,view,2025-01-18 17:27:31.797370,589,,
634,view,2025-01-18 17:27:31.800690,589,,
635,view,2025-01-18 17:27:31.803682,589,,
636,view,2025-01-18 17:27:31.806674,589,,
637,view,2025-01-18 17:27:31.809666,589,,
638,view,2025-01-18 17:27:31.812523,589,,
639,view,2025-01-18 17:27:31.815515,589,,
640,view,2025-01-18 17:27:31.818507,589,,
641,view,2025-01-18 17:27:31.821499,589,,
642,view,2025-01-18 17:27:31.824492,589,,
643,view,2025-01-18 17:27:31.827483,589,,
644,view,2025-01-18 17:27:31.830845,589,,
645,view,2025-01-18 17:27:31.833365,589,,
646,view,2025-01-18 17:27:31.836689,589,,
647,view,2025-01-18 17:27:31.839682,589,,
648,view,2025-01-18 17:27:31.842257,589,,
649,view,2025-01-18 17:27:31.845622,589,,
650,view,2025-01-18 17:27:31.852025,589,,
651,view,2025-01-18 17:27:31.855101,589,,
652,view,2025-01-18 17:27:31.858093,589,,
653,view,2025-01-18 17:27:31.861023,589,,
654,view,2025-01-18 17:27:31.864017,589,,
655,view,2025-01-18 17:27:31.867009,589,,
656,view,2025-01-18 17:27:31.870000,589,,
657,view,2025-01-18 17:27:31.873608,589,,
658,view,2025-01-18 17:27:31.876600,589,,
659,view,2025-01-18 17:27:31.879592,589,,
660,view,2025-01-18 17:27:31.883581,589,,
661,view,2025-01-18 17:27:31.886573,589,,
662,view,2025-01-18 17:27:31.890389,589,,
663,view,2025-01-18 17:27:31.893473,589,,
664,view,2025-01-18 17:27:31.895467,589,,
665,view,2025-01-18 17:27:31.898813,589,,
666,view,2025-01-18 17:27:31.901805,589,,
667,view,2025-01-18 17:27:31.904797,589,,
668,view,2025-01-18 17:27:31.907790,589,,
669,view,2025-01-18 17:27:31.910781,589,,
670,view,2025-01-18 17:27:31.929263,589,,
671,view,2025-01-18 17:27:31.935198,589,,
672,view,2025-01-18 17:27:31.937879,589,,
673,view,2025-01-18 17:27:31.940871,589,,
674,view,2025-01-18 17:27:31.943863,589,,
675,view,2025-01-18 17:27:31.946856,589,,
676,view,2025-01-18 17:27:31.949848,589,,
677,view,2025-01-18 17:27:31.952855,589,,
678,view,2025-01-18 17:27:31.956339,589,,
679,view,2025-01-18 17:27:31.959331,589,,
680,view,2025-01-18 17:27:31.963442,589,,
681,view,2025-01-18 17:27:31.966636,589,,
682,view,2025-01-18 17:27:31.969599,589,,
683,view,2025-01-18 17:27:31.972591,589,,
684,view,2025-01-18 17:27:31.975485,589,,
685,view,2025-01-18 17:27:31.978941,589,,
686,view,2025-01-18 17:27:31.981874,589,,
687,view,2025-01-18 17:27:31.984868,589,,
688,view,2025-01-18 17:27:31.987717,589,,
689,view,2025-01-18 17:27:31.993702,589,,
690,view,2025-01-18 17:27:32.021242,589,,
691,view,2025-01-18 17:27:32.026225,589,,
692,view,2025-01-18 17:27:32.032248,589,,
693,view,2025-01-18 17:27:32.036198,589,,
694,view,2025-01-18 17:27:32.040187,589,,
695,view,2025-01-18 17:27:32.043181,589,,
696,view,2025-01-18 17:27:32.046174,589,,
697,view,2025-01-18 17:27:32.049164,589,,
698,view,2025-01-18 17:27:32.052156,589,,
699,view,2025-01-18 17:27:32.055148,589,,
700,view,2025-01-18 17:27:32.058140,589,,
701,view,2025-01-18 17:27:32.061132,589,,
702,view,2025-01-18 17:27:32.065122,589,,
703,view,2025-01-18 17:27:32.067921,589,,
704,view,2025-01-18 17:27:32.071204,589,,
705,view,2025-01-18 17:27:32.074196,589,,
706,view,2025-01-18 17:27:32.079182,589,,
707,view,2025-01-18 17:27:32.082252,589,,
708,view,2025-01-18 17:27:32.085244,589,,
709,view,2025-01-18 17:27:32.088236,589,,
710,view,2025-01-18 17:27:32.090230,589,,
711,view,2025-01-18 17:27:32.093072,589,,
712,view,2025-01-18 17:27:32.096066,589,,
713,view,2025-01-18 17:27:36.133030,620,,
714,view,2025-01-18 17:27:36.136023,620,,
715,view,2025-01-18 17:27:36.140012,620,,
716,view,2025-01-18 17:27:36.143004,620,,
717,view,2025-01-18 17:27:36.146994,620,,
718,view,2025-01-18 17:27:36.150984,620,,
719,view,2025-01-18 17:27:36.153974,620,,
720,view,2025-01-18 17:27:36.156966,620,,
721,view,2025-01-18 17:27:36.159959,620,,
722,view,2025-01-18 17:27:36.163947,620,,
723,view,2025-01-18 17:27:36.171962,620,,
724,view,2025-01-18 17:27:36.175916,620,,
725,view,2025-01-18 17:27:36.178908,620,,
726,view,2025-01-18 17:27:36.185888,620,,
727,view,2025-01-18 17:27:36.189880,620,,
728,view,2025-01-18 17:27:36.192870,620,,
729,view,2025-01-18 17:27:36.196864,620,,
730,view,2025-01-18 17:27:36.199852,620,,
731,view,2025-01-18 17:27:36.203843,620,,
732,view,2025-01-18 17:27:36.207837,620,,
733,view,2025-01-18 17:27:36.210823,620,,
734,view,2025-01-18 17:27:36.213814,620,,
735,view,2025-01-18 17:27:36.216807,620,,
736,view,2025-01-18 17:27:36.219800,620,,
737,view,2025-01-18 17:27:36.223789,620,,
738,view,2025-01-18 17:27:36.226780,620,,
739,view,2025-01-18 17:45:03.206167,566,,
740,view,2025-01-18 17:45:03.214145,566,,
741,view,2025-01-18 17:45:03.219131,566,,
742,view,2025-01-18 17:45:03.225114,566,,
743,view,2025-01-18 17:45:03.229237,566,,
744,view,2025-01-18 17:45:03.232228,566,,
745,view,2025-01-18 17:45:03.237119,566,,
746,view,2025-01-18 17:45:03.241108,566,,
747,view,2025-01-18 17:45:03.244930,566,,
748,view,2025-01-18 17:45:03.247921,566,,
749,view,2025-01-18 17:45:03.252522,566,,
750,view,2025-01-18 17:45:23.994979,667,,
751,view,2025-01-18 17:45:24.002956,667,,
752,view,2025-01-18 17:45:24.006944,667,,
753,view,2025-01-18 17:45:24.010936,667,,
754,view,2025-01-18 17:45:24.014926,667,,
755,view,2025-01-18 17:45:24.018913,667,,
756,view,2025-01-18 17:45:24.022902,667,,
757,view,2025-01-18 17:45:24.026892,667,,
758,view,2025-01-18 17:45:24.030559,667,,
759,view,2025-01-18 17:45:24.033877,667,,
760,view,2025-01-18 17:45:24.038650,667,,
